SeqId,InstNo,FromStatus,ToStatus,Discussion,Dtype,SRL,Intervention,Video,Week
4915225,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > Assessment in DALMOOC ,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC",1
425988,0,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation",None,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,1
425989,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
425989,2,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods",3
425986,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts",1
425987,0,F_NoOne,SF_GoalBystander,NoDiscussion,None,None,"Interventions.Suggestions.People,Interventions.Suggestions.People",Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,1
425987,2,SF_GoalBystander,F_GoalBystander,NoDiscussion,None,None,None,"Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods",3
425984,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Course Orientation > DALMOOC Course Basics,1
327680,0,F_NoOne,F_NoOne,"Downloading all the tools, checking out ProSolo",Post,None,Interventions.StatusWall.Main,None,None
327680,1,F_NoOne,F_NoOne,"Trying to navigate the beginning of the course, but I have been able to find what I think is the first assignment - the Learning Analytics Tool Matrix. I'll be sharing tools as I find them.",Post,None,None,"Week 2: Starting With Data > Starting With Data,Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,Week 2: Starting With Data > Video: Tony Hirst Hangout Archive,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC","1,2"
327681,0,F_NoOne,F_NoOne,Checking out prosolo,Post,"SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.TaskAnalysis",Interventions.StatusWall.Main,"Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
327681,1,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost Cool Infographics extensive list of online tools & software URL IrTwitterPost IrTwitterPost IrTwitterPost It's interesting to read research papers about MOOCs I've participated in. URL IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,RelTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,RelTwitterPost,IrTwitterPost",None,"Interventions.StatusWall.Main,Interventions.StatusWall.Main",Week 2: Starting With Data > Starting With Data,2
327681,2,F_NoOne,F_NoOne,"IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost WeeK 2 #dalmooc hangout: ""Collecting data shouldn't drive user experience."" IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost","IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,RelTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,"Week 2: Starting With Data > Video: Week 2 Hangout Archive,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods","3,2"
327681,3,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,"Week 3: Basics of Social Network Analysis > Bonus Videos: Voices From the Field,Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi,Week 4: Sensemaking of Social Network Analysis for Learning > Social Network Analysis for the Study of Learning","3,4"
327681,4,F_NoOne,F_NoOne,I want to know my node! URL IrTwitterPost,"RelTwitterPost,IrTwitterPost",None,None,"Week 4: Sensemaking of Social Network Analysis for Learning > Social Network Analysis for the Study of Learning,Week 4: Sensemaking of Social Network Analysis for Learning > Bonus Videos: Voices From the Field,Week 3: Basics of Social Network Analysis > Video: Week 3 Hangout Archive,Week 5: Prediction Modeling > Regressors and Classifiers current section","3,5,4"
327681,5,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost",None,None,"Week 5: Prediction Modeling > Classification,Week 5: Prediction Modeling > Regressors and Classifiers current section",5
327681,6,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,"Week 6: Behavior Detection and Model Assessment > Behavior Detection and Model Assessmentcurrent section,Week 5: Prediction Modeling > Classification","5,6"
327681,7,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost",None,None,Week 7: Text Mining Introduction > Text Mining Introduction,7
327681,8,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost",None,None,None,None
327681,9,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost",None,None,None,None
327681,11,F_NoOne,F_NoOne,IrTwitterPost,IrTwitterPost,None,None,None,None
327681,13,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,None,None
327681,14,F_NoOne,F_NoOne,IrTwitterPost,IrTwitterPost,None,None,None,None
1048586,0,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.GoalSetting,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Evaluation,SRL.Planning.GoalSetting,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Reflection,SRL.EvaluationReflection.Reflection,SRL.Planning.GoalSetting,SRL.Planning.TaskAnalysis,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.Planning.TaskAnalysis,SRL.EvaluationReflection.Reflection",Interventions.StatusWall.Main,Course Orientation > DALMOOC Course Basics,1
1048586,1,F_NoOne,F_NoOne,NoDiscussion,None,SRL.EvaluationReflection.Reflection,None,Week 2: Starting With Data > Starting With Data,2
1048586,2,F_NoOne,SF_GoalBystander,NoDiscussion,None,None,None,Course Orientation > Assessment in DALMOOC ,1
1048586,4,SF_GoalBystander,F_GoalBystander,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.EvaluationReflection.Reflection,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Reflection,SRL.EvaluationReflection.Reflection,SRL.EvaluationReflection.Reflection,SRL.EvaluationReflection.Reflection,SRL.EvaluationReflection.Evaluation","Interventions.StatusWall.Goal,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.StatusWall.Main,Interventions.StatusWall.Main",None,None
1048586,7,F_GoalBystander,F_GoalBystander,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis",None,None,None
1048585,0,F_NoOne,F_NoOne,Getting accustomed to this new learning platform,Post,"SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting",None,"Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts",1
1048585,1,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting",Interventions.StatusWall.Main,None,None
1048584,0,F_NoOne,F_NoOne,"MOOC - change education? MOOCs have been around for a few years. I have flitted about the edges of a couple of different MOOCs but never had a desire to attend one all the way through to completion of the course. Now I have one I am interested in and fits a need for me to grow in using data and data analytics in education. It is an EdX course called - ""Data, Analytics, and Learning."" I am eager to get started for two reasons. The topics and content of the course fits a need for me to learn more about data and analytics. The second is the unique MOOC this is turning out to be. This MOOC is trying to challenge the traditional (if you can call it traditional when it only has been around for a couple of years) MOOC design. Instead of a steady flow of content from instructor to student this MOOC is trying to get the students connecting with each other and creating. I am interested in seeing how this will play out too. Excited to start the learning! This blog will be my home base for the work from the course. So I am both trying a new style MOOC and also trying out this Indie Web concept of posting on a site I control and then posting other places. Let the experiment or experiments begin! MOOC - Introduction It has been an interesting process learning how this newly designed MOOC that uses both the social and content pathways. It has taken watching a few videos to really understand how the course will work and expectations along the way. The Edx and the Prosolo parts still have an interesting relationship in my mind. At first I had them segmented as the content and work would be in Edx and the social mainly in Prosolo. Now I am finding that through the Plan, Learn, and Profile in Prosolo there is a list of assignments in Prosolo. I think I am starting to get the hang of how they fit together. I like this idea of posting your work in your own space be it Twitter, blog, or other space. You own the learning and then it is shared with the group. Great way to go! It will be interesting to see this play out over the weeks in the course. On the content presented about learning analytics the definition was helpful: ""Learning analytics is the measurement, collection, analysis, and reporting of data about learners and their contexts, for purposes of understanding and optimizing learning and the environments in which it occurs."" I am also interested to learn more about analytics around other areas then the academic content, like social interactions, different spaces, etc. I would be interested in how analytics could be used around a portfolio of student work too. I am very new to learning analytics so hearing about some of the tools we will be using was very helpful. It was reassuring that some of tools mentioned I had looked into over the last few weeks. Tableau I have been testing the last two weeks and find it a great tool for visualizing data. I have begun adding some of the other tools I have found into the Learning Analytics: Tool Matrix document. Hopefully I can continue to add to the document as tools are shared by the group. That is all for now.","Blog,Blog",None,None,"Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts",1
1048584,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 2: Starting With Data > Starting With Data,2
1048584,2,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods,3
1048583,0,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.GoalSetting,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.EvaluationReflection.Evaluation,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.Planning.TaskAnalysis,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.Engagement.WorkingOnTheTask,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.EvaluationReflection.Evaluation,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.TaskAnalysis,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.EvaluationReflection.Evaluation,SRL.Planning.TaskAnalysis","Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.StatusWall.Main,Interventions.Suggestions.People,Interventions.StatusWall.Main",Course Orientation > DALMOOC Course Basics,1
1048583,1,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis",Interventions.StatusWall.Main,None,None
1048583,2,F_NoOne,F_NoOne,NoDiscussion,None,None,Interventions.Suggestions.People,None,None
1048582,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts",1
1048581,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,1
1048580,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC",1
1048580,1,F_NoOne,SF_GoalSetter,NoDiscussion,None,None,None,None,None
1048580,7,SF_GoalSetter,F_GoalSetter,NoDiscussion,None,None,None,"Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi,Week 3: Basics of Social Network Analysis > Video: Shane Dawson Hangout Archive,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods,Week 3: Basics of Social Network Analysis > Video: Week 3 Hangout Archive",3
1048580,8,F_GoalSetter,F_GoalSetter,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi","3,2"
2719744,0,F_NoOne,F_NoOne,learning prosolo,Post,None,None,"Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC",1
2654208,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
2654208,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Week 2: Starting With Data > Video: Tony Hirst Hangout Archive",2
2654208,2,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,1
2654209,0,F_NoOne,SF_GoalBystander,THE LEARNING PATHWAY Image,Blog,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.GoalSetting,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.TaskAnalysis",None,"Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts",1
1966085,0,F_NoOne,F_NoOne,Trying to find my way around the many tools available for this course. Although my primary goal was to gain a deeper understanding of data analytics I expect that this will be only part of the learning experience. I am currently working on a project to integrate coding techniques (mainly Java and Android) into science education. I am hopeful that this course may give me some insights on how to do something similar with regards to data analysis.,Post,"SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Evaluation,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Evaluation,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis","Interventions.StatusWall.Main,Interventions.Suggestions.People,Interventions.Suggestions.People,Interventions.StatusWall.Main,Interventions.StatusWall.Main,Interventions.StatusWall.Main","Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
1966085,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,1
1966085,2,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,None,None
1966085,3,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,None,None
1966085,4,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,None,None
1966085,6,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost,IrTwitterPost",None,None,None,None
1966085,7,F_NoOne,F_NoOne,IrTwitterPost IrTwitterPost,"IrTwitterPost,IrTwitterPost",None,None,None,None
1966085,10,F_NoOne,F_NoOne,IrTwitterPost,IrTwitterPost,None,None,None,None
4390929,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics",1
1966081,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Course Orientation > DALMOOC Course Basics,1
1966081,4,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods,3
1966080,0,F_NoOne,F_NoOne,NoDiscussion,None,SRL.Planning.TaskAnalysis,None,None,None
1966080,1,F_NoOne,F_NoOne,NoDiscussion,None,SRL.Planning.TaskAnalysis,"Interventions.Suggestions.People,Interventions.Suggestions.People","Course Orientation > Assessment in DALMOOC ,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC",1
1966080,6,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 7: Text Mining Introduction > Text Mining Introduction,7
1966080,11,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 5: Prediction Modeling > Video: Week 5 Hangout Archive current section,Week 9: Wrapping Up > Video: Week 9 Hangout Archive","9,5"
1966083,0,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Evaluation,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation,SRL.EvaluationReflection.Evaluation",None,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,1
1966083,2,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 2: Starting With Data > Starting With Data,2
1966082,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,1
1966082,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 2: Starting With Data > Starting With Data,2
4390920,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC",1
4390921,0,F_NoOne,F_NoOne,"Week 1 in #dalmooc: Had Tableau public, good to have desktop version - limited trial. Analytics tools matrix better suited to spreadsheet. Also strange to see .docx formats when most course tools are usually open-source. Would have been good to do this in a markdown document (for advanced - in R slidify / RStudio presenter) Notes on included tools to be expanded. R now has more widespread support beyond Revolution - there's also Oracle R, and Tibco provides an R runtime used in Spotfire. Other analytics tools/tech. worth mention: Languages: Scala, Python (IPython notebooks) IDEs: Dataiku Studio (on Linux only for now) Platforms: KNIME, Rapidminer ETL: Informatica PowerCenter Express (personal, free edition available), Openrefine (Google refine) Visualization: Spotfire, Tableau, rCharts, Leaflet, googlevis, D3.js, visual.ly, Excel/google sheets, Gephi",Post,None,None,"Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 2: Starting With Data > Starting With Data,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics","1,2"
4390921,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Course Orientation > Assessment in DALMOOC ,1
4390923,0,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Planning.TaskAnalysis",None,None,None
4390924,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics","1,2"
4390925,0,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Planning.GoalSetting,SRL.Planning.TaskAnalysis,SRL.Planning.GoalSetting,SRL.Planning.TaskAnalysis","Interventions.LearningGroups,Interventions.LearningGroups",None,None
4390926,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Starting With Data,Week 3: Basics of Social Network Analysis > Define Social Network Analysis and Its Main Analysis Methods,Week 3: Basics of Social Network Analysis > Bonus Videos: Voices From the Field,Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Course Orientation > DALMOOC Course Basics,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,Week 2: Starting With Data > Video: Tony Hirst Hangout Archive,Course Orientation > Assessment in DALMOOC ,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 3: Basics of Social Network Analysis > Peform Social Network Analysis and Visualize Analysis Results in Gephi","1,3,2"
4390927,0,F_NoOne,F_NoOne,NoDiscussion,None,None,"Interventions.StatusWall.Main,Interventions.StatusWall.Main","Week 2: Starting With Data > Starting With Data,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics,Course Orientation > DALMOOC Course Basics,Course Orientation > Orientation Hangouts,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC","1,2"
4390927,1,F_NoOne,F_NoOne,NoDiscussion,None,"SRL.Planning.TaskAnalysis,SRL.Engagement.ApplyingStrategyChanges,SRL.Engagement.ApplyingStrategyChanges,SRL.Planning.GoalSetting,SRL.Planning.TaskAnalysis","Interventions.StatusWall.Main,Interventions.StatusWall.Main",None,None
5701664,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Course Orientation > DALMOOC Course Basics,1
5701665,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 2: Starting With Data > Video: Tony Hirst Hangout Archive,Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Week 2: Starting With Data > Starting With Data,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 1: Introduction to Learning Analytics (LA) > Introduction to Learning Analytics","1,2"
5701665,1,F_NoOne,F_NoOne,NoDiscussion,None,None,None,Week 2: Starting With Data > Starting With Data,2
5701666,0,F_NoOne,F_NoOne,NoDiscussion,None,None,None,"Week 1: Introduction to Learning Analytics (LA) > Video: Welcome to Week 1 Hangout Archive,Week 1: Introduction to Learning Analytics (LA) > Video: Archive of ProSolo & Assessment in DALMOOC,Week 2: Starting With Data > Starting With Data","1,2"
